Date,Sector,CumulativeReturn
2025-01-24,Consumer,0.5021024611977241
2025-01-27,Consumer,0.5086042543416067
2025-01-28,Consumer,0.4919172132463139
2025-01-29,Consumer,0.47939736698704416
2025-01-30,Consumer,0.43436923429877083
2025-01-31,Consumer,0.4263465534841486
2025-02-03,Consumer,0.44352541366813125
2025-02-04,Consumer,0.47888028386075754
2025-02-05,Consumer,0.47964516260244516
2025-02-06,Consumer,0.49829971420521213
2025-02-07,Consumer,0.49271184861894146
2025-02-10,Consumer,0.49393001281908067
2025-02-11,Consumer,0.49155282335743866
2025-02-12,Consumer,0.45767442428979166
2025-02-13,Consumer,0.4830090774298277
2025-02-14,Consumer,0.47892470297098977
2025-02-17,Consumer,0.5026319730225717
2025-02-18,Consumer,0.4880608707174563
2025-02-19,Consumer,0.528495404389199
2025-02-20,Consumer,0.5331552232617316
2025-02-21,Consumer,0.5277256894035465
2025-02-24,Consumer,0.5224281241628987
2025-02-25,Consumer,0.5275668964068476
2025-02-26,Consumer,0.5177641686959271
2025-02-27,Consumer,0.5069356494545041
2025-02-28,Consumer,0.4774860545969035
2025-03-03,Consumer,0.4675493639162882
2025-03-04,Consumer,0.48556237458392415
2025-03-05,Consumer,0.4703103005516378
2025-03-06,Consumer,0.4457005161838219
2025-03-07,Consumer,0.4301682992613658
2025-03-10,Consumer,0.4314432716952019
2025-03-11,Consumer,0.42151909837886814
2025-03-12,Consumer,0.4128782350085205
2025-03-13,Consumer,0.39815904829528903
2025-03-14,Consumer,0.41195603160796646
2025-03-17,Consumer,0.42118141152123845
2025-03-18,Consumer,0.45169478568919774
2025-03-19,Consumer,0.4459539186534469
2025-03-20,Consumer,0.4362157246453868
2025-03-21,Consumer,0.4539770660091049
2025-03-24,Consumer,0.4527340522284995
2025-03-25,Consumer,0.43556785175854373
2025-03-26,Consumer,0.44438229066327417
2025-03-27,Consumer,0.4493433113924923
2025-03-28,Consumer,0.41604261678320853
2025-03-31,Consumer,0.4023985800726546
2025-04-01,Consumer,0.40205495476580033
2025-04-02,Consumer,0.4162626951029562
2025-04-03,Consumer,0.4254556123148072
2025-04-04,Consumer,0.4293349305889347
2025-04-07,Consumer,0.42243301812904144
2025-04-08,Consumer,0.4286996848823681
2025-04-09,Consumer,0.3957051129765563
2025-04-10,Consumer,0.38382257508766005
2025-04-11,Consumer,0.40484792386820545
2025-04-14,Consumer,0.4096843059866351
2025-04-15,Consumer,0.39898972253370135
2025-04-16,Consumer,0.3795243594679185
2025-04-17,Consumer,0.3925576186405362
2025-04-18,Consumer,0.399356293473494
2025-04-21,Consumer,0.3853847358943918
2025-04-22,Consumer,0.3943007152442912
2025-04-23,Consumer,0.3993198519097638
2025-04-24,Consumer,0.3988202850017448
2025-04-25,Consumer,0.38463029675730764
2025-04-28,Consumer,0.3704340724460915
2025-04-29,Consumer,0.38374311540966355
2025-04-30,Consumer,0.3918646568967419
2025-05-01,Consumer,0.39019130762982646
2025-05-02,Consumer,0.3898678130440094
2025-05-05,Consumer,0.3989667119492517
2025-05-06,Consumer,0.39335507928906455
2025-05-07,Consumer,0.41811785942301816
2025-05-08,Consumer,0.4140660621752532
2025-05-09,Consumer,0.4075537932524691
2025-05-12,Consumer,0.40790832063781046
2025-05-13,Consumer,0.4243297235671437
2025-05-14,Consumer,0.42856938980760395
2025-05-15,Consumer,0.4292493673220812
2025-05-16,Consumer,0.4221333310988611
2025-05-19,Consumer,0.4264339806001749
2025-05-20,Consumer,0.43002303363601624
2025-05-21,Consumer,0.41425997457047825
2025-05-22,Consumer,0.41300773209888164
2025-05-23,Consumer,0.41154519579996496
2025-05-26,Consumer,0.4440383986115657
2025-05-27,Consumer,0.4336578381981242
2025-05-28,Consumer,0.4148799624175985
2025-05-29,Consumer,0.42117211151022493
2025-05-30,Consumer,0.40997974608452403
2025-06-02,Consumer,0.3881082737323551
2025-06-03,Consumer,0.3608359443919995
2025-06-04,Consumer,0.35022044021079557
2025-06-05,Consumer,0.3479092163407973
2025-06-06,Consumer,0.32223050654551133
2025-06-09,Consumer,0.32216850920144346
2025-06-10,Consumer,0.2888942418422109
2025-06-11,Consumer,0.2979931148611916
2025-06-12,Consumer,0.28641029845792887
2025-06-13,Consumer,0.2817365197418036
2025-06-16,Consumer,0.2902724769510072
2025-06-17,Consumer,0.29399830544203165
2025-06-18,Consumer,0.2844708526707551
2025-06-19,Consumer,0.28473518515230123
2025-06-20,Consumer,0.30775620274876436
2025-06-23,Consumer,0.28822428050024396
2025-06-24,Consumer,0.29396459313963375
2025-06-25,Consumer,0.28047937277863966
2025-06-26,Consumer,0.3005523001911743
2025-06-27,Consumer,0.29540677703231877
2025-06-30,Consumer,0.2757289834947574
2025-07-01,Consumer,0.2857583650781301
2025-07-02,Consumer,0.3030301849382895
2025-07-03,Consumer,0.29360029712513724
2025-07-04,Consumer,0.2978029492658951
2025-07-07,Consumer,0.2876451726192457
2025-07-08,Consumer,0.2664478697443857
2025-07-09,Consumer,0.27304897339030254
2025-07-10,Consumer,0.2719569675503273
2025-07-11,Consumer,0.2518259705996386
2025-07-14,Consumer,0.2690860801101729
2025-07-15,Consumer,0.25232628275235114
2025-07-16,Consumer,0.2534928713667137
2025-07-17,Consumer,0.2665331446027126
2025-07-18,Consumer,0.25948125888609996
2025-07-21,Consumer,0.25392485671507803
2025-07-22,Consumer,0.26404044923884684
2025-07-23,Consumer,0.2726376535351842
2025-07-24,Consumer,0.28302544100925386
2025-07-25,Consumer,0.31533957154373327
2025-07-28,Consumer,0.30934011222931734
2025-07-29,Consumer,0.3197904696432754
2025-07-30,Consumer,0.302966865271161
2025-07-31,Consumer,0.3161111461908206
2025-08-01,Consumer,0.3191503994359237
2025-08-04,Consumer,0.3169954453770114
2025-08-05,Consumer,0.3059606239899708
2025-08-06,Consumer,0.292219238514952
2025-08-07,Consumer,0.29405610446013086
2025-08-08,Consumer,0.28389306251637825
2025-08-11,Consumer,0.27912634955415694
2025-08-12,Consumer,0.2753072258839837
2025-08-13,Consumer,0.26284783791697763
2025-08-14,Consumer,0.24897791918525347
2025-08-15,Consumer,0.23598677630328835
2025-08-18,Consumer,0.25614248313058274
2025-08-19,Consumer,0.25253379970643874
2025-08-20,Consumer,0.25307543324434034
2025-08-21,Consumer,0.2447341801604952
2025-08-22,Consumer,0.24989552043749308
2025-08-25,Consumer,0.2259735222706356
2025-08-26,Consumer,0.2351167583950342
2025-08-27,Consumer,0.21707303522464771
2025-08-28,Consumer,0.23351477723488334
2025-08-29,Consumer,0.23388967865232813
2025-09-01,Consumer,0.22111075817171022
2025-09-02,Consumer,0.232369850913553
2025-09-03,Consumer,0.2788174200526288
2025-09-04,Consumer,0.2868940921179377
2025-09-05,Consumer,0.27468884781058445
2025-09-08,Consumer,0.29996759749856405
2025-09-09,Consumer,0.30396375077921767
2025-09-10,Consumer,0.34390380620625893
2025-09-11,Consumer,0.34869904466464896
2025-09-12,Consumer,0.3721778909977227
2025-09-15,Consumer,0.3766838807501154
2025-09-16,Consumer,0.4221291487600394
2025-09-17,Consumer,0.4229636487619093
2025-09-18,Consumer,0.4746328885026696
2025-09-19,Consumer,0.4821565250280866
2025-09-22,Consumer,0.5029547070352423
2025-09-23,Consumer,0.5243561751567167
2025-09-24,Consumer,0.5053329580187054
2025-09-25,Consumer,0.5150345316284155
2025-09-26,Consumer,0.5225618972194526
2025-09-29,Consumer,0.5221730293694948
2025-09-30,Consumer,0.5207781234468452
2025-10-01,Consumer,0.5274647944150199
2025-10-02,Consumer,0.5429790439101654
2025-10-03,Consumer,0.5403828338615579
2025-10-06,Consumer,0.544874537644066
2025-10-07,Consumer,0.5105074634011557
2025-10-08,Consumer,0.5327150732311672
2025-10-09,Consumer,0.5528953592689254
2025-10-10,Consumer,0.5554090680938197
2025-10-13,Consumer,0.5326070423244005
2025-10-14,Consumer,0.5525102055830662
2025-10-15,Consumer,0.5442814507826292
2025-10-16,Consumer,0.5408615529209571
2025-10-17,Consumer,0.5486604666579418
2025-10-20,Consumer,0.5494672013842961
2025-10-21,Consumer,0.568565520763449
2025-10-22,Consumer,0.5677039685123753
2025-10-23,Consumer,0.5586165819454736
2025-10-24,Consumer,0.5655062514604099
2025-10-27,Consumer,0.5623162931713817
2025-10-28,Consumer,0.551452287602668
2025-10-29,Consumer,0.5585144053880609
2025-10-30,Consumer,0.5449919380974946
2025-10-31,Consumer,0.5440773698262358
2025-11-03,Consumer,0.515441066976343
2025-11-04,Consumer,0.5085683820633493
2025-11-05,Consumer,0.4879236735437982
2025-11-06,Consumer,0.4758543766283474
2025-11-07,Consumer,0.49604403628458194
2025-11-10,Consumer,0.5187818498105627
2025-11-11,Consumer,0.5456700156289731
2025-11-12,Consumer,0.5493435368457151
2025-11-13,Consumer,0.5385374187428578
2025-11-14,Consumer,0.5509776382699929
2025-11-17,Consumer,0.551704423506229
2025-11-18,Consumer,0.5536602102796961
2025-11-19,Consumer,0.5011116326618956
2025-11-20,Consumer,0.5115510547913542
2025-11-21,Consumer,0.5185914873385475
2025-11-24,Consumer,0.5162393483130963
2025-11-25,Consumer,0.5282347662168005
2025-11-26,Consumer,0.5372499003841757
2025-11-27,Consumer,0.5179100412922777
2025-11-28,Consumer,0.5159914005536026
2025-12-01,Consumer,0.49972366344086994
2025-12-02,Consumer,0.5126091977616418
2025-12-03,Consumer,0.5216022938474161
2025-12-04,Consumer,0.5084173006676107
2025-12-05,Consumer,0.5257187304188815
2025-12-08,Consumer,0.5342033314450325
2025-12-09,Consumer,0.5226221156896802
2025-12-10,Consumer,0.5272495060424265
2025-12-11,Consumer,0.5346726192334532
2025-12-12,Consumer,0.5550940329067198
2025-12-15,Consumer,0.5989300904175934
2025-12-16,Consumer,0.6043067669170721
2025-12-17,Consumer,0.612915317288232
2025-12-18,Consumer,0.6213731566366514
2025-12-19,Consumer,0.6253631243818498
2025-12-22,Consumer,0.615777175947773
2025-12-23,Consumer,0.600597837235187
2025-12-24,Consumer,0.5424229654357886
2025-12-25,Consumer,0.5598485596649672
2025-12-26,Consumer,0.52812368884417
2025-12-29,Consumer,0.5103046463735423
2025-12-30,Consumer,0.5149410191214661
2025-12-31,Consumer,0.5151886179021563
2020-01-02,Energy,-0.010215866456584344
2020-01-03,Energy,-0.034130022497068535
2020-01-06,Energy,-0.031203526333188902
2020-01-07,Energy,-0.036357604600338655
2020-01-08,Energy,-0.03983576709205228
2020-01-09,Energy,-0.05797752142488799
2020-01-10,Energy,-0.060157406340238806
2020-01-13,Energy,-0.05260520350521536
2020-01-14,Energy,-0.04058398328960322
2020-01-15,Energy,-0.0487258545219168
2020-01-16,Energy,-0.05631180778548073
2020-01-17,Energy,-0.06727138212761763
2020-01-20,Energy,-0.05462591725003463
2020-01-21,Energy,-0.05776578092187701
2020-01-22,Energy,-0.05047284581753064
2020-01-23,Energy,-0.040718302208519686
2020-01-24,Energy,-0.04815952679004798
2020-01-27,Energy,-0.06234074467254225
2020-01-28,Energy,-0.07461804483367018
2020-01-29,Energy,-0.05827062980977449
2020-01-30,Energy,-0.06840943180744397
2020-01-31,Energy,-0.07101270064722809
2020-02-03,Energy,-0.08711417993530923
2020-02-04,Energy,-0.09884696728028786
2020-02-05,Energy,-0.1076006255873676
2020-02-06,Energy,-0.0872390977840618
2020-02-07,Energy,-0.07940361733396328
2020-02-10,Energy,-0.08464309276679038
2020-02-11,Energy,-0.06976077918539092
2020-02-12,Energy,-0.07508331778689092
2020-02-13,Energy,-0.05591225479798445
2020-02-14,Energy,-0.02974682837364473
2020-02-17,Energy,-0.02105286142631213
2020-02-18,Energy,-0.014422723155312345
2020-02-19,Energy,-0.007441657030388349
2020-02-20,Energy,-0.010288198421206096
2020-02-21,Energy,-0.029469061354311155
2020-02-24,Energy,-0.039573035811032664
2020-02-25,Energy,-0.04690999897445047
2020-02-26,Energy,-0.056834016554084044
2020-02-27,Energy,-0.027075379952842038
2020-02-28,Energy,-0.010512192238425477
2020-03-02,Energy,-0.013819788665092925
2020-03-03,Energy,-0.005055730008770021
2020-03-04,Energy,-0.0249257788550582
2020-03-05,Energy,-0.016899217980465564
2020-03-06,Energy,-0.004039966946306928
2020-03-09,Energy,-0.030997363573731396
2020-03-10,Energy,-0.021218659316268096
2020-03-11,Energy,-0.03929796438130084
2020-03-12,Energy,-0.06116339607081933
2020-03-13,Energy,-0.043409171649222644
2020-03-16,Energy,-0.06017831735960122
2020-03-17,Energy,-0.0694281351557462
2020-03-18,Energy,-0.057583779882110164
2020-03-19,Energy,-0.06431683450991799
2020-03-20,Energy,-0.06898649860409567
2020-03-23,Energy,-0.07162326889929216
2020-03-24,Energy,-0.06183328912768571
2020-03-25,Energy,-0.06280061388859282
2020-03-26,Energy,-0.05227698581144513
2020-03-27,Energy,-0.057173363397166166
2020-03-30,Energy,-0.05020399122316621
2020-03-31,Energy,-0.048574137946267415
2020-04-01,Energy,-0.02697073969826802
2020-04-02,Energy,-0.031992635063174735
2020-04-03,Energy,-0.03295610466865451
2020-04-06,Energy,-0.026539870050909742
2020-04-07,Energy,-0.010868571657337678
2020-04-08,Energy,-0.028636645417815743
2020-04-09,Energy,-0.022680831323506512
2020-04-10,Energy,-0.051092724488805974
2020-04-13,Energy,-0.05051149081201223
2020-04-14,Energy,-0.03836458584582203
2020-04-15,Energy,-0.04764848925261822
2020-04-16,Energy,-0.04923598730036838
2020-04-17,Energy,-0.055471965119827105
2020-04-20,Energy,-0.06746050074249499
2020-04-21,Energy,-0.061376581060105684
2020-04-22,Energy,-0.08063259458837368
2020-04-23,Energy,-0.08232545962108628
2020-04-24,Energy,-0.07577252911782673
2020-04-27,Energy,-0.0827866913973252
2020-04-28,Energy,-0.07534214000711592
2020-04-29,Energy,-0.08611057571254221
2020-04-30,Energy,-0.08007348154938732
2020-05-01,Energy,-0.09797199124228195
2020-05-04,Energy,-0.10484222364804852
2020-05-05,Energy,-0.11005771565632505
2020-05-06,Energy,-0.09210564720278169
2020-05-07,Energy,-0.08775526925801469
2020-05-08,Energy,-0.07478305189090095
2020-05-11,Energy,-0.06977619433609283
2020-05-12,Energy,-0.06252427678606165
2020-05-13,Energy,-0.06337226293744469
2020-05-14,Energy,-0.050918620101909284
2020-05-15,Energy,-0.0519001307603465
2020-05-18,Energy,-0.06914339151987858
2020-05-19,Energy,-0.0666567216914381
2020-05-20,Energy,-0.06366649646080658
2020-05-21,Energy,-0.08440436796904227
2020-05-22,Energy,-0.09258420876741402
2020-05-25,Energy,-0.11162306913121367
2020-05-26,Energy,-0.09761608119032728
2020-05-27,Energy,-0.07517627378265235
2020-05-28,Energy,-0.07825099031984128
2020-05-29,Energy,-0.08012005106972042
2020-06-01,Energy,-0.07414832093938573
2020-06-02,Energy,-0.050683101093754845
2020-06-03,Energy,-0.05548819355832457
2020-06-04,Energy,-0.06149048835116444
2020-06-05,Energy,-0.05969609277536092
2020-06-08,Energy,-0.05042618842385582
2020-06-09,Energy,-0.02211718908659832
2020-06-10,Energy,-0.018997291107041847
2020-06-11,Energy,-0.030347412460377976
2020-06-12,Energy,-0.03357336335613159
2020-06-15,Energy,-0.015347955710990457
2020-06-16,Energy,-0.0276859332485202
2020-06-17,Energy,-0.020478076601231132
2020-06-18,Energy,-0.0308861451377489
2020-06-19,Energy,-0.04372680324150735
2020-06-22,Energy,-0.03732421234074168
2020-06-23,Energy,-0.04324042923894922
2020-06-24,Energy,-0.036834927285016694
2020-06-25,Energy,-0.03348605362616752
2020-06-26,Energy,-0.025519981912820233
2020-06-29,Energy,-0.03289954124776728
2020-06-30,Energy,-0.025901558456302487
2020-07-01,Energy,-0.04421247375592541
2020-07-02,Energy,-0.07882572298685309
2020-07-03,Energy,-0.07222853461455436
2020-07-06,Energy,-0.06988807277729947
2020-07-07,Energy,-0.07642974198878971
2020-07-08,Energy,-0.09736446436597823
2020-07-09,Energy,-0.12149305638268182
2020-07-10,Energy,-0.11354660871934219
2020-07-13,Energy,-0.09531503863248103
2020-07-14,Energy,-0.09489117042093365
2020-07-15,Energy,-0.10037135396364616
2020-07-16,Energy,-0.0994838771551293
2020-07-17,Energy,-0.07734965289166307
2020-07-20,Energy,-0.06568590506323146
2020-07-21,Energy,-0.07751390194421759
2020-07-22,Energy,-0.07592600836539087
2020-07-23,Energy,-0.06915137608883004
2020-07-24,Energy,-0.07392049379324583
2020-07-27,Energy,-0.06216208795980249
2020-07-28,Energy,-0.06531403728771246
2020-07-29,Energy,-0.08715093639954252
2020-07-30,Energy,-0.08827213228450792
2020-07-31,Energy,-0.08861309666907624
2020-08-03,Energy,-0.08631534267725638
2020-08-04,Energy,-0.09964437974632745
2020-08-05,Energy,-0.11249697644063694
2020-08-06,Energy,-0.09777624148874309
2020-08-07,Energy,-0.08835450991062344
2020-08-10,Energy,-0.09445999666589966
2020-08-11,Energy,-0.12009774242670357
2020-08-12,Energy,-0.12983726864709955
2020-08-13,Energy,-0.1208772332826874
2020-08-14,Energy,-0.1255311516910499
2020-08-17,Energy,-0.13249561113594732
2020-08-18,Energy,-0.1377297325693898
2020-08-19,Energy,-0.1328686941342223
2020-08-20,Energy,-0.12380310028916008
2020-08-21,Energy,-0.12560692966033404
2020-08-24,Energy,-0.1202759063002482
2020-08-25,Energy,-0.12448305937605808
2020-08-26,Energy,-0.13123457034091213
2020-08-27,Energy,-0.12133522977221445
2020-08-28,Energy,-0.107783961501005
2020-08-31,Energy,-0.086531228491046
2020-09-01,Energy,-0.08067306069283486
2020-09-02,Energy,-0.08625383425326627
2020-09-03,Energy,-0.09870700509146924
2020-09-04,Energy,-0.08722524625730455
2020-09-07,Energy,-0.09656121844110566
2020-09-08,Energy,-0.08871803352084318
2020-09-09,Energy,-0.09716261570007456
2020-09-10,Energy,-0.09929094013958273
2020-09-11,Energy,-0.11100563079803738
2020-09-14,Energy,-0.10302685127077038
2020-09-15,Energy,-0.11430411153148301
2020-09-16,Energy,-0.11007593563901918
2020-09-17,Energy,-0.11423413698729756
2020-09-18,Energy,-0.1131328327209491
2020-09-21,Energy,-0.11726167750350658
2020-09-22,Energy,-0.12230828517583192
2020-09-23,Energy,-0.12319145575030122
2020-09-24,Energy,-0.13855855907049175
2020-09-25,Energy,-0.15107606347450842
2020-09-28,Energy,-0.15175657561105937
2020-09-29,Energy,-0.15701152139928098
2020-09-30,Energy,-0.16729458916926288
2020-10-01,Energy,-0.16019363728615155
2020-10-02,Energy,-0.16749442677417903
2020-10-05,Energy,-0.16676518569114018
2020-10-06,Energy,-0.18534356087788662
2020-10-07,Energy,-0.16273627948815694
2020-10-08,Energy,-0.13616612824906849
2020-10-09,Energy,-0.14735574211381408
2020-10-12,Energy,-0.13573520379902237
2020-10-13,Energy,-0.13502173936918727
2020-10-14,Energy,-0.11378357271030748
2020-10-15,Energy,-0.11501851044793865
2020-10-16,Energy,-0.11513573024373158
2020-10-19,Energy,-0.14382027622833982
2020-10-20,Energy,-0.15216147114081735
2020-10-21,Energy,-0.1489577440525599
2020-10-22,Energy,-0.14021547977683502
2020-10-23,Energy,-0.14998324454956735
2020-10-26,Energy,-0.15599396394513732
2020-10-27,Energy,-0.15445865469234843
2020-10-28,Energy,-0.17219665162246622
2020-10-29,Energy,-0.17395314258769
2020-10-30,Energy,-0.15842220582378963
2020-11-02,Energy,-0.15755292035295088
2020-11-03,Energy,-0.14973134539553534
2020-11-04,Energy,-0.17414776743437643
2020-11-05,Energy,-0.18547011168455896
2020-11-06,Energy,-0.16610711106954568
2020-11-09,Energy,-0.17476637150550456
2020-11-10,Energy,-0.15654539381114896
2020-11-11,Energy,-0.16738243256080143
2020-11-12,Energy,-0.16638359372061018
2020-11-13,Energy,-0.16334826319378737
2020-11-16,Energy,-0.16898580391705287
2020-11-17,Energy,-0.15801270809680357
2020-11-18,Energy,-0.1699856163284742
2020-11-19,Energy,-0.18501652448492079
2020-11-20,Energy,-0.19280809847827896
2020-11-23,Energy,-0.20087569415756623
2020-11-24,Energy,-0.20753353608495229
2020-11-25,Energy,-0.19396113594055098
2020-11-26,Energy,-0.1984107396967566
2020-11-27,Energy,-0.1879056772117631
2020-11-30,Energy,-0.19127904152928565
2020-12-01,Energy,-0.19830806827717373
2020-12-02,Energy,-0.19500684947071567
2020-12-03,Energy,-0.19224421000725977
2020-12-04,Energy,-0.1813638808493867
2020-12-07,Energy,-0.19344463695702463
2020-12-08,Energy,-0.22037198463961916
2020-12-09,Energy,-0.2176839555601856
2020-12-10,Energy,-0.21677036966973484
2020-12-11,Energy,-0.21871539558964692
2020-12-14,Energy,-0.21589855180212125
2020-12-15,Energy,-0.20988852100421473
2020-12-16,Energy,-0.21331191578420916
2020-12-17,Energy,-0.22009812811122187
2020-12-18,Energy,-0.219156918867225
2020-12-21,Energy,-0.2327935647007504
2020-12-22,Energy,-0.23433428868685036
2020-12-23,Energy,-0.2381797132997323
2020-12-24,Energy,-0.22131223623362295
2020-12-25,Energy,-0.22286446003876992
2020-12-28,Energy,-0.22285050575136356
2020-12-29,Energy,-0.21623233246241202
2020-12-30,Energy,-0.221966841365283
2020-12-31,Energy,-0.19988172718669783
2021-01-01,Energy,-0.18204195812817658
2021-01-04,Energy,-0.18116462236542108
2021-01-05,Energy,-0.18904841839739095
2021-01-06,Energy,-0.16815304659143826
2021-01-07,Energy,-0.1593131387901473
2021-01-08,Energy,-0.15442404837456325
2021-01-11,Energy,-0.13623161007967088
2021-01-12,Energy,-0.12514593375659455
2021-01-13,Energy,-0.12900578632956916
2021-01-14,Energy,-0.12571318215739224
2021-01-15,Energy,-0.1209653098472997
2021-01-18,Energy,-0.12233310338271086
2021-01-19,Energy,-0.1398678066004181
2021-01-20,Energy,-0.15737483253242934
2021-01-21,Energy,-0.16939804046065599
2021-01-22,Energy,-0.162868026750437
2021-01-25,Energy,-0.16899247744448354
2021-01-26,Energy,-0.16402741937753962
2021-01-27,Energy,-0.14190014381815474
2021-01-28,Energy,-0.1204609805674619
2021-01-29,Energy,-0.14084515410080123
2021-02-01,Energy,-0.15371920224299396
2021-02-02,Energy,-0.15959160891090474
2021-02-03,Energy,-0.17010215808161466
2021-02-04,Energy,-0.18830635623675474
2021-02-05,Energy,-0.19041001501487698
2021-02-08,Energy,-0.18154087407896546
2021-02-09,Energy,-0.17458151142027334
2021-02-10,Energy,-0.17646478647407005
2021-02-11,Energy,-0.1810849907831522
2021-02-12,Energy,-0.18185368532606128
2021-02-15,Energy,-0.1817793097850059
2021-02-16,Energy,-0.16725320837481528
2021-02-17,Energy,-0.1670168876541186
2021-02-18,Energy,-0.16684879623117144
2021-02-19,Energy,-0.18468494012848757
2021-02-22,Energy,-0.17577029660854548
2021-02-23,Energy,-0.18236575421596846
2021-02-24,Energy,-0.17773679228765482
2021-02-25,Energy,-0.19862297713800714
2021-02-26,Energy,-0.1963187217727611
2021-03-01,Energy,-0.19420964364365245
2021-03-02,Energy,-0.1912514256093284
2021-03-03,Energy,-0.1593678785533874
2021-03-04,Energy,-0.16580074843101944
2021-03-05,Energy,-0.15940022338617332
2021-03-08,Energy,-0.15291466928719166
2021-03-09,Energy,-0.1616061317451275
2021-03-10,Energy,-0.1568303840805132
2021-03-11,Energy,-0.1583810076066724
2021-03-12,Energy,-0.14768853865293186
2021-03-15,Energy,-0.13144109077086152
2021-03-16,Energy,-0.12843967429870595
2021-03-17,Energy,-0.13434915198207942
2021-03-18,Energy,-0.1168757813410275
2021-03-19,Energy,-0.10204848309816206
2021-03-22,Energy,-0.10987175757810153
2021-03-23,Energy,-0.11458842507942102
2021-03-24,Energy,-0.1035497745551276
2021-03-25,Energy,-0.10413792753645712
2021-03-26,Energy,-0.11555365658572914
2021-03-29,Energy,-0.109325886352717
2021-03-30,Energy,-0.10587133554318784
2021-03-31,Energy,-0.11094145293460034
2021-04-01,Energy,-0.11273078756817978
2021-04-02,Energy,-0.121674152914797
2021-04-05,Energy,-0.13402630579384023
2021-04-06,Energy,-0.13925050484539214
2021-04-07,Energy,-0.13714733298698412
2021-04-08,Energy,-0.15266380580816363
2021-04-09,Energy,-0.1580066257665308
2021-04-12,Energy,-0.1582596871465093
2021-04-13,Energy,-0.14468410561384382
2021-04-14,Energy,-0.15110871944851423
2021-04-15,Energy,-0.16038981178248246
2021-04-16,Energy,-0.1635175793274517
2021-04-19,Energy,-0.1652120238871635
2021-04-20,Energy,-0.1581187755930411
2021-04-21,Energy,-0.16023614598944014
2021-04-22,Energy,-0.19581906311461694
2021-04-23,Energy,-0.16074524451157812
2021-04-26,Energy,-0.1611643398491116
2021-04-27,Energy,-0.1535097979162624
2021-04-28,Energy,-0.1694997278462459
2021-04-29,Energy,-0.18321611693601858
2021-04-30,Energy,-0.18209177369148755
2021-05-03,Energy,-0.17899744583618726
2021-05-04,Energy,-0.1721474886230564
2021-05-05,Energy,-0.171612564243673
2021-05-06,Energy,-0.18651883577870487
2021-05-07,Energy,-0.2099163620644926
2021-05-10,Energy,-0.2113988323429491
2021-05-11,Energy,-0.21675798917370082
2021-05-12,Energy,-0.22515649974705687
2021-05-13,Energy,-0.21619740953761113
2021-05-14,Energy,-0.232056691962383
2021-05-17,Energy,-0.22065174867363202
2021-05-18,Energy,-0.234752365146925
2021-05-19,Energy,-0.23468245071965876
2021-05-20,Energy,-0.22378045005689584
2021-05-21,Energy,-0.22395125222049872
2021-05-24,Energy,-0.20388677617310758
2021-05-25,Energy,-0.1838724578027553
2021-05-26,Energy,-0.18331075148055964
2021-05-27,Energy,-0.17176108130679624
2021-05-28,Energy,-0.1610445263976682
2021-05-31,Energy,-0.15579508761358618
2021-06-01,Energy,-0.1463401295989306
2021-06-02,Energy,-0.1529117146885125
2021-06-03,Energy,-0.16539842668320492
2021-06-04,Energy,-0.18037852747206762
2021-06-07,Energy,-0.1473942214535897
2021-06-08,Energy,-0.14722695783011608
2021-06-09,Energy,-0.14564577184053862
2021-06-10,Energy,-0.13524701632012903
2021-06-11,Energy,-0.143017513606978
2021-06-14,Energy,-0.1347959821215241
2021-06-15,Energy,-0.12755651456708483
2021-06-16,Energy,-0.12544909443109586
2021-06-17,Energy,-0.1251023893799803
2021-06-18,Energy,-0.13161957004101132
2021-06-21,Energy,-0.13769338984889756
2021-06-22,Energy,-0.1445001302383475
2021-06-23,Energy,-0.14171352785098856
2021-06-24,Energy,-0.15949260803144327
2021-06-25,Energy,-0.17488477147514392
2021-06-28,Energy,-0.17110665134434244
2021-06-29,Energy,-0.17299573663335566
2021-06-30,Energy,-0.17538500690642955
2021-07-01,Energy,-0.1691903691240645
2021-07-02,Energy,-0.1446605998178062
2021-07-05,Energy,-0.1348463785131233
2021-07-06,Energy,-0.14210295119820215
2021-07-07,Energy,-0.14220189760527757
2021-07-08,Energy,-0.13226854205455096
2021-07-09,Energy,-0.13031875797413284
2021-07-12,Energy,-0.11948327461930919
2021-07-13,Energy,-0.11286072754218723
2021-07-14,Energy,-0.1112555388108265
2021-07-15,Energy,-0.11102850690555932
2021-07-16,Energy,-0.08921527458062017
2021-07-19,Energy,-0.08809449192042262
2021-07-20,Energy,-0.10278797080447488
2021-07-21,Energy,-0.1022943420939022
2021-07-22,Energy,-0.11971998461154554
2021-07-23,Energy,-0.11720951268888524
2021-07-26,Energy,-0.09873014150299142
2021-07-27,Energy,-0.11728095959074736
2021-07-28,Energy,-0.11885051806674996
2021-07-29,Energy,-0.10702497209732587
2021-07-30,Energy,-0.0925334348248793
2021-08-02,Energy,-0.08199368723914346
2021-08-03,Energy,-0.10580617009280002
2021-08-04,Energy,-0.10229354961377335
2021-08-05,Energy,-0.1150471849373369
2021-08-06,Energy,-0.12612653071531943
2021-08-09,Energy,-0.11773688594068066
2021-08-10,Energy,-0.11406527320558757
2021-08-11,Energy,-0.10788305847576551
2021-08-12,Energy,-0.11792948826471528
2021-08-13,Energy,-0.10242705517733297
2021-08-16,Energy,-0.09108179224452428
